,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
731,FSFG,"First Savings Financial Group, Inc.",114.47M,0.72%,914,80.32M
732,PGSS,Pegasus Digital Mobility Acquisition Corp.,114.01M,-0.53%,257,-
733,BYNO,byNordic Acquisition Corporation,113.60M,-,145668,-
734,COOL,Corner Growth Acquisition Corp.,113.58M,-0.09%,755,-
735,CDAQ,Compass Digital Acquisition Corp.,112.30M,0.09%,1122,-
736,MRBK,Meridian Corporation,112.28M,-0.95%,9062,99.43M
737,CBFV,"CB Financial Services, Inc.",112.17M,-,44,54.22M
738,FXNC,First National Corporation,111.98M,0.11%,674,55.98M
739,PFTA,Perception Capital Corp. III,111.47M,-0.19%,7351,-
740,HGBL,Heritage Global Inc.,110.73M,-,38877,59.09M
741,ARBK,Argo Blockchain plc,110.66M,-,364309,-
742,CMCA,Capitalworks Emerging Markets Acquisition Corp,110.38M,-,96,-
743,CHAA,Catcha Investment Corp,110.32M,0.85%,59,-
744,SSSS,SuRo Capital Corp.,110.29M,0.53%,36582,5.60M
745,CITE,Cartica Acquisition Corp,110.11M,-,1722,-
746,TGAA,Target Global Acquisition I Corp.,109.91M,-,5,-
747,PORT,Southport Acquisition Corporation,109.25M,2.08%,292,-
748,DPCS,DP Cap Acquisition Corp I,107.41M,-,594,-
749,LARK,"Landmark Bancorp, Inc.",106.81M,-2.68%,12863,57.78M
750,MCAC,Monterey Capital Acquisition Corporation,106.63M,0.45%,7030,-
751,WHG,"Westwood Holdings Group, Inc.",105.94M,0.42%,4348,89.78M
752,AFBI,"Affinity Bancshares, Inc.",105.94M,-,15,30.20M
753,GPAC,Global Partner Acquisition Corp II,105.59M,-0.35%,8,-
754,RVSB,"Riverview Bancorp, Inc.",105.13M,2.01%,650,53.32M
755,CSLM,CSLM Acquisition Corp,104.58M,-,31412,-
756,THCP,Thunder Bridge Capital Partners IV Inc.,103.50M,0.29%,3209,-
757,MITA,Coliseum Acquisition Corp.,103.41M,-,103,-
758,EBMT,"Eagle Bancorp Montana, Inc.",102.69M,1.56%,12029,83.74M
759,TWOA,two,102.48M,0.28%,167279,-
760,BLUA,BlueRiver Acquisition Corp.,102.18M,-,469,-
761,FNVT,Finnovate Acquisition Corp.,102.03M,-,6500,-
762,FNWD,Finward Bancorp,101.24M,0.68%,1347,68.25M
763,GECC,Great Elm Capital Corp.,101.14M,1.03%,13699,35.83M
764,SFBC,"Sound Financial Bancorp, Inc.",101.08M,0.02%,906,41.05M
765,FTII,FutureTech II Acquisition Corp.,100.91M,0.27%,183,-
766,ATMV,AlphaVest Acquisition Corp,99.79M,-,22476,-
767,GAMC,Golden Arrow Merger Corp.,99.57M,-,1,-
768,CNGL,Canna-Global Acquisition Corp,99.36M,0.45%,54,-
769,PWUP,PowerUp Acquisition Corp.,99.35M,-0.27%,4818,-
770,PROP,Prairie Operating Co.,98.91M,-1.86%,17528,-
771,SRL,Scully Royalty Ltd.,98.86M,0.90%,7,40.69M
772,TENK,TenX Keane Acquisition Ordinary Share,98.44M,0.09%,16798,-
773,PMGM,Priveterra Acquisition Corp.,97.31M,0.09%,2,-
774,BSBK,Bogota Financial Corp.,97.20M,1.09%,3819,19.16M
775,PROV,"Provident Financial Holdings, Inc.",96.77M,-0.79%,729,40.35M
776,BLAC,Bellevue Life Sciences Acquisition Corp.,96.35M,-1.57%,900,-
777,QDRO,Quadro Acquisition One Corp.,96.34M,-0.18%,2,-
778,TOP,TOP Financial Group Limited,96.24M,-0.38%,180787,11.69M
779,BOWN,Bowen Acquisition Corp,95.88M,0.10%,1,-
780,TBMC,Trailblazer Merger Corporation I,95.20M,-0.14%,652,-
781,OSI,Osiris Acquisition Corp.,94.73M,0.93%,100,-
782,HSPO,Horizon Space Acquisition I Corp.,93.74M,0.18%,99011,-
783,SBFG,"SB Financial Group, Inc.",93.63M,0.73%,4117,56.68M
784,FCAP,"First Capital, Inc.",93.15M,-1.87%,295,41.66M
785,RBKB,"Rhinebeck Bancorp, Inc.",93.01M,-1.55%,4767,42.48M
786,PFX,PhenixFIN Corporation,92.76M,-0.46%,127,21.15M
787,ACAB,Atlantic Coastal Acquisition Corp. II,92.65M,-,232,-
788,GODN,Golden Star Acquisition Corporation,92.36M,-,577,-
789,DISA,Disruptive Acquisition Corporation I,91.68M,-1.66%,263,-
790,RWOD,Redwoods Acquisition Corp.,91.54M,8.90%,28,-
791,GLAC,Global Lights Acquisition Corp,91.28M,0.20%,714,-
792,QETA,Quetta Acquisition Corporation,91.08M,-0.10%,3790,-
793,BLEU,bleuacacia ltd,91.03M,-,1150,-
794,HMNF,"HMN Financial, Inc.",90.94M,0.49%,894,39.84M
795,SRBK,"SR Bancorp, Inc.",89.34M,0.15%,5835,-
796,GLLI,Globalink Investment Inc.,89.25M,0.18%,5406,-
797,ARYD,ARYA Sciences Acquisition Corp IV,89.18M,-0.27%,119,-
798,IROH,Iron Horse Acquisitions Corp.,88.81M,-,62307,-
799,AACI,Armada Acquisition Corp. I,88.72M,-0.54%,15,-
800,MDBH,"MDB Capital Holdings, LLC Class A common",88.68M,1.00%,9813,6.09M
801,DYCQ,DT Cloud Acquisition Corporation,88.35M,-,3,-
802,ONYX,Onyx Acquisition Co. I,88.04M,-0.18%,11095,-
803,FLFV,Feutune Light Acquisition Corporation,87.61M,0.64%,1,-
804,USCT,Roth CH Acquisition Co,87.43M,-,29,-
805,GLST,"Global Star Acquisition, Inc.",86.98M,-,2,-
806,TMTC,TMT Acquisition Corp,86.94M,0.05%,198606,-
807,ALTU,Altitude Acquisition Corp.,86.87M,-1.17%,11111,-
808,XFIN,ExcelFin Acquisition Corp.,86.43M,-,1,-
809,BITE,Bite Acquisition Corp.,85.87M,0.61%,134,-
810,IVCP,Swiftmerge Acquisition Corp.,85.41M,12.44%,858,-
811,IMAQ,International Media Acquisition Corp.,85.08M,0.09%,30,-
812,DMYY,"dMY Squared Technology Group, Inc.",84.52M,-,33730,-
813,OPOF,Old Point Financial Corporation,84.42M,-,2497,60.88M
814,BHAC,Focus Impact BH3 Acquisition Co.,84.41M,0.10%,375,-
815,DUET,DUET Acquisition Corp.,84.14M,-0.63%,475,-
816,AITR,AI TRANSPORTATION ACQUISITION CORP,82.97M,0.10%,132,-
817,EMCG,Embrace Change Acquisition Corp,82.69M,-0.09%,77833,-
818,OCAX,OCA Acquisition Corp.,82.65M,-0.37%,502,-
819,AEAE,AltEnergy Acquisition Corp.,82.07M,0.36%,540,-
820,BRLS,Borealis Foods Inc.,81.90M,-1.94%,4927,33.39M
821,BACA,Berenson Acquisition Corp. I,81.57M,-,699,-
822,PUCK,Goal Acquisitions Corp.,81.57M,-,6,-
823,ASCB,A SPAC II Acquisition Corporation,81.50M,-1.24%,2192,-
824,BUJA,Bukit Jalil Global Acquisition 1 Ltd,81.42M,-,576,-
825,BAYA,Bayview Acquisition Corp,80.76M,-0.30%,502,-
826,LATG,Chenghe Acquisition I Co.,80.69M,-0.18%,798,-
827,BWAQ,Blue World Acquisition Corporation,80.52M,0.27%,1735,-
828,WEL,Integrated Wellness Acquisition Corp,80.43M,-,211,-
829,OAKU,Oak Woods Acquisition Corporation,80.28M,-0.47%,1161,-
830,LIBY,Liberty Resources Acquisition Corp.,79.76M,-,2215,-
831,GTAC,Global Technology Acquisition Corp. I,79.34M,-,1,-
832,CETU,Cetus Capital Acquisition Corp.,79.16M,0.19%,64001,-
833,DHCA,DHC Acquisition Corp.,78.35M,4.74%,12506,-
834,RFAC,RF Acquisition Corp.,78.22M,-0.09%,266,-
835,TCOA,Zalatoris Acquisition Corp,77.95M,0.09%,16131,-
836,IRAA,Iris Acquisition Corp,77.52M,-1.58%,3,-
837,GBBK,Global Blockchain Acquisition Corp.,77.38M,-0.09%,130,-
838,SWSS,Clean Energy Special Situations Corp,76.92M,-0.09%,2,-
839,CULL,"Cullman Bancorp, Inc.",76.44M,-1.81%,1462,17.00M
840,SIEB,Siebert Financial Corp.,75.60M,1.57%,26468,65.55M
841,INAQ,Insight Acquisition Corp.,75.40M,-,200,-
842,FEXD,Fintech Ecosystem Development Corp.,75.26M,0.37%,100,-
843,ATMC,AlphaTime Acquisition Corp,75.06M,-,6,-
844,GDST,Goldenstone Acquisition Limited,74.94M,0.09%,3388,-
845,FRLA,Fortune Rise Acquisition Corporation,74.91M,-,3,-
846,TETE,Technology & Telecommunication Acquisition Corporation,74.57M,-,509,-
847,TRON,Corner Growth Acquisition Corp. 2,74.52M,-,181,-
848,MGYR,"Magyar Bancorp, Inc.",74.26M,-0.27%,1106,30.24M
849,CBRG,Chain Bridge I,74.19M,-,17,-
850,FOA,Finance Of America Companies Inc.,74.17M,-5.05%,78881,52.11M
851,SSBI,Summit State Bank,73.95M,-2.42%,2339,52.46M
852,PBHC,"Pathfinder Bancorp, Inc.",73.56M,-3.46%,4982,42.12M
853,TBNK,Territorial Bancorp Inc.,72.82M,0.61%,2145,49.65M
854,FORL,Four Leaf Acquisition Corporation,72.71M,-0.05%,677,-
855,MSSA,Metal Sky Star Acquisition Corporation,71.25M,-,3982,-
856,FHLT,Future Health ESG Corp.,71.06M,-,1,-
857,GMFI,Aetherium Acquisition Corp.,70.72M,4.16%,113,-
858,UBCP,"United Bancorp, Inc.",69.39M,-0.43%,829,30.25M
859,AUBN,"Auburn National Bancorporation, Inc.",69.14M,1.23%,439,33.28M
860,GRYP,Gryphon Digital Mining Inc.,68.95M,-0.28%,365175,2.17M
861,SEPA,SEP Acquisition Corp.,68.80M,-,3,-
862,JVSA,JVSPAC Acquisition Corp.,68.80M,2.44%,5160,-
863,DIST,Distoken Acquisition Corporation,68.48M,-0.47%,21,-
864,NVAC,NorthView Acquisition Corporation,67.81M,0.09%,226,-
865,MAQC,Maquia Capital Acquisition Corporation,67.66M,-,103,-
866,CLOE,Clover Leaf Capital Corp.,67.27M,0.49%,4,-
867,ROCL,Roth Ch Acquisition V Co.,67.27M,-,1203,-
868,IOR,"Income Opportunity Realty Investors, Inc.",67.11M,-,3,-
869,PTWO,"Pono Capital Two, Inc.",66.15M,-,207,-
870,KYCH,Keyarch Acquisition Corporation,65.67M,-,2,-
871,ENCP,Energem Corp.,64.91M,1.22%,20075,-
872,LSBK,"Lake Shore Bancorp, Inc.",64.37M,-0.79%,13,28.43M
873,AFAR,Aura FAT Projects Acquisition Corp,64.18M,-,8,-
874,NBST,Newbury Street Acquisition Corporation,63.32M,0.37%,5004,-
875,MBTC,Nocturne Acquisition Corporation,62.30M,-8.83%,17,-
876,TCBC,"TC Bancshares, Inc.",61.24M,-,89,15.55M
877,IGTA,Inception Growth Acquisition Limited,60.82M,0.04%,165,-
878,ACAC,Acri Capital Acquisition Corporation,60.61M,-,3,-
879,VBFC,Village Bank and Trust Financial Corp.,60.54M,-0.77%,96,25.69M
880,LRFC,Logan Ridge Finance Corporation,60.21M,-2.90%,6844,20.30M
881,BNIX,Bannix Acquisition Corp.,59.83M,-,67,-
882,HAIA,Healthcare AI Acquisition Corp.,58.76M,-1.00%,3,-
883,FUSB,"First US Bancshares, Inc.",57.06M,1.43%,1199,39.99M
884,AAME,Atlantic American Corporation,56.31M,4.21%,10792,185.28M
885,BHM,"Bluerock Homes Trust, Inc.",56.26M,1.72%,3189,40.31M
886,IROQ,"IF Bancorp, Inc.",56.03M,-1.60%,402,22.35M
887,CCTS,Cactus Acquisition Corp. 1 Limited,55.82M,-,2,-
888,CLST,"Catalyst Bancorp, Inc.",55.76M,-,351,8.96M
889,APAC,StoneBridge Acquisition Corporation,55.40M,7.03%,1474,-
890,HHGC,HHG Capital Corporation,55.25M,0.09%,2,-
891,PEPL,PepperLime Health Acquisition Corporation,55.20M,-0.09%,4400,-
892,RACY,Relativity Acquisition Corp.,54.04M,-,46424,-
893,ESAC,ESGEN Acquisition Corporation,53.68M,-8.01%,16448,-
894,PLTN,Plutonian Acquisition Corp.,53.61M,0.28%,102,-
895,SDIG,"Stronghold Digital Mining, Inc.",53.11M,2.38%,195878,74.97M
896,BRAC,Broad Capital Acquisition Corp.,53.02M,0.36%,50,-
897,CLRC,ClimateRock,52.38M,-,2000,-
898,BYFC,Broadway Financial Corporation,51.87M,-,159,32.11M
899,HNNA,"Hennessy Advisors, Inc.",51.66M,0.74%,1957,24.02M
900,BAFN,BayFirst Financial Corp.,51.63M,-0.79%,19,71.19M
901,BOTJ,"Bank of the James Financial Group, Inc.",50.57M,2.65%,1551,43.33M
902,BREZ,Breeze Holdings Acquisition Corp.,50.30M,-,807,-
903,BRBS,"Blue Ridge Bankshares, Inc.",50.30M,-0.38%,45754,109.48M
904,ICMB,"Investcorp Credit Management BDC, Inc.",50.10M,-0.87%,32726,25.75M
905,NICK,"Nicholas Financial, Inc.",50.08M,1.16%,3391,27.06M
906,NSTS,"NSTS Bancorp, Inc.",49.96M,-0.74%,79,7.10M
907,AQU,Aquaron Acquisition Corp.,49.31M,0.09%,5001,-
908,VSAC,Vision Sensing Acquisition Corp.,48.82M,-0.80%,23537,-
909,ICCH,"ICC Holdings, Inc.",48.65M,2.99%,16,81.12M
910,WTMA,Welsbach Technology Metals Acquisition Corp.,48.62M,-,100,-
911,CFSB,"CFSB Bancorp, Inc.",48.62M,-1.21%,1,8.41M
912,LMFA,"LM Funding America, Inc.",47.91M,2.64%,190223,10.05M
913,MARX,Mars Acquisition Corp.,47.82M,0.28%,31,-
914,HUDA,Hudson Acquisition I Corp.,47.34M,0.10%,10514,-
915,AOGO,Arogo Capital Acquisition Corp.,46.98M,-0.37%,111,-
916,SHFS,"SHF Holdings, Inc.",46.64M,4.02%,31817,16.66M
917,WINV,WinVest Acquisition Corp.,45.96M,0.27%,174,-
918,INTE,Integral Acquisition Corporation 1,44.07M,-0.28%,200,-
919,ASCA,A SPAC I Acquisition Corp.,43.79M,-3.58%,2680,-
920,MCAF,Mountain Crest Acquisition Corp. IV,43.78M,5.85%,192,-
921,YOTA,Yotta Acquisition Corporation,43.39M,4.66%,10,-
922,TCBS,"Texas Community Bancshares, Inc.",43.32M,1.56%,562,10.93M
923,TURN,180 Degree Capital Corp.,43.30M,2.09%,12401,-7.89M
924,KACL,Kairous Acquisition Corp. Limited,43.21M,-,102,-
925,MACA,Moringa Acquisition Corp,43.00M,-0.09%,604,-
926,ASRV,"AmeriServ Financial, Inc.",42.87M,-0.36%,9724,53.41M
927,FGF,Fundamental Global Inc.,42.42M,1.36%,4940,24.80M
928,CPBI,"Central Plains Bancshares, Inc.",42.34M,0.29%,423,-
929,FSEA,First Seacoast Bancorp,42.30M,-1.30%,1572,13.62M
930,GROW,"U.S. Global Investors, Inc.",42.11M,-,25185,12.89M
931,PBM,Psyence Biomedical Ltd.,42.09M,-12.60%,1393146,-
932,ACBA,Ace Global Business Acquisition Limited,41.97M,0.01%,10,-
933,BCOW,"1895 Bancorp of Wisconsin, Inc.",41.91M,-,3930,13.76M
934,DHAC,Digital Health Acquisition Corp.,41.80M,0.01%,1200,-
935,AIB,AIB Acquisition Corporation,41.72M,-1.20%,1,-
936,ADRT,Ault Disruptive Technologies Corporation,41.27M,-2.82%,720,-
937,OTEC,OceanTech Acquisitions I Corp.,41.10M,0.43%,14149,-
938,KINS,"Kingstone Companies, Inc.",40.89M,3.42%,9926,144.68M
939,TGVC,TG Venture Acquisition Corp.,40.62M,-2.70%,8032,-
940,HFBL,"Home Federal Bancorp, Inc. of Louisiana",40.57M,0.82%,1,22.41M
941,DECA,Denali Capital Acquisition Corp.,39.54M,5.18%,44101,-
942,MGLD,"The Marygold Companies, Inc.",39.20M,27.77%,30914,33.87M
943,QOMO,Qomolangma Acquisition Corp.,38.94M,-0.55%,198,-
944,NOVV,Nova Vision Acquisition Corporation,38.16M,0.26%,100,-
945,HYW,Hywin Holdings Ltd.,38.08M,-,12274,288.92M
946,HUIZ,Huize Holding Limited,37.86M,3.23%,15502,1.22B
947,WAVS,Western Acquisition Ventures Corp.,37.63M,0.09%,2103,-
948,RAND,Rand Capital Corporation,35.81M,0.05%,872,7.34M
949,OPHC,"OptimumBank Holdings, Inc.",35.32M,-0.90%,3979,23.12M
950,AVHI,Achari Ventures Holdings Corp. I,34.90M,-,51,-
951,PBBK,"PB Bankshares, Inc.",34.25M,-1.41%,3130,12.95M
952,MCAG,Mountain Crest Acquisition Corp. V,34.24M,0.09%,100,-
953,KFFB,Kentucky First Federal Bancorp,33.16M,-1.23%,3330,7.54M
954,GREE,Greenidge Generation Holdings Inc.,33.11M,1.74%,172034,42.37M
955,FUFU,BitFuFu Inc.,31.09M,-5.95%,112846,250.64M
956,BTM,Bitcoin Depot Inc.,30.22M,12.10%,422520,1.19B
957,ABTS,Abits Group Inc.,29.70M,-0.39%,27334,131.28K
958,SWIN,Solowin Holdings Ordinary Share,29.56M,-48.63%,2483469,4.45M
959,ADOC,Edoc Acquisition Corp.,29.11M,2.83%,6857,-
960,PPHP,PHP Ventures Acquisition Corp.,28.54M,-,925,-
961,AGBA,AGBA Acquisition Limited,27.04M,0.22%,158263,-
962,TCJH,Top KingWin Ltd,24.93M,-7.69%,80843,3.12M
963,SWAG,Stran & Company Inc,24.52M,6.06%,29019,70.86M
964,SAI,SAI.TECH Global Corporation,24.32M,9.90%,83374,8.29M
965,CWD,CaliberCos Inc.,23.62M,-3.24%,32892,88.46M
966,HNRA,HNR Acquisition Corp,23.39M,-38.23%,746874,-
967,MIGI,"Mawson Infrastructure Group, Inc.",23.14M,1.44%,280674,46.41M
968,BTCS,BTCS Inc.,22.28M,0.77%,104827,1.28M
969,GBNY,"Generations Bancorp NY, Inc.",22.25M,-2.82%,443,11.09M
970,BENF,Beneficient,22.19M,4.07%,1854148,-160.64M
971,EQS,"Equus Total Return, Inc.",19.80M,-0.68%,22341,60.00K
972,GLBZ,Glen Burnie Bancorp,18.09M,0.40%,931,13.84M
973,PT,Pintec Technology Holdings Limited,18.02M,-2.65%,23674,9.65M
974,SVMH,SRIVARU Holding Limited,17.30M,-6.72%,388980,112.41K
975,NISN,"Nisun International Enterprise Development Group Co., Ltd",17.30M,-3.30%,108136,243.07M
976,RMCO,Royalty Management Holding Corporation,16.80M,9.32%,61611,239.05K
977,MCVT,"Mill City Ventures III, Ltd.",15.96M,-,7405,2.51M
978,PNBK,"Patriot National Bancorp, Inc.",15.46M,6.38%,1413,26.35M
979,GRDI,GRIID Infrastructure Inc.,15.13M,-10.74%,210237,27.21M
980,COHN,Cohen & Company Inc.,14.50M,1.69%,6375,82.98M
981,MEGL,Magic Empire Global Limited,14.09M,0.56%,202294,1.20M
982,PWM,Prestige Wealth Inc.,13.73M,-2.88%,3661408,348.53K
983,CNFR,"Conifer Holdings, Inc.",13.32M,2.06%,1364,106.12M
984,NMHI,Nature`s Miracle Holding Inc.,10.76M,-9.82%,64198,26.22M
985,PAPL,Pineapple Financial Inc.,10.20M,2.22%,10710,2.18M
986,ATIF,ATIF Holdings Limited,9.86M,8.66%,6731,2.28M
987,AIHS,Senmiao Technology Limited,9.66M,-3.96%,8848,7.30M
988,AAMC,Altisource Asset Management Corporation,9.54M,0.58%,2764,5.63M
989,AINC,Ashford Inc.,8.26M,-1.52%,1367,737.46M
990,CARV,"Carver Bancorp, Inc.",8.13M,4.17%,9027,27.57M
991,SNTG,Sentage Holdings Inc.,6.79M,-,13533,-16.04K
992,OXBR,Oxbridge Re Holdings Limited,6.40M,5.50%,31574,-4.10M
993,LGHL,Lion Group Holding Ltd.,3.29M,0.94%,125139,15.18M
994,NCPL,Netcapital Inc.,1.90M,0.76%,378335,8.94M
995,RELI,"Reliance Global Group, Inc.",1.86M,-4.74%,60714,14.57M
996,TIRX,Tian Ruixiang Holdings Ltd,1.84M,-3.08%,35051,1.13M
997,DXF,Dunxin Financial Holdings Limited,1.41M,4.25%,366991,-2.77M
998,AIMAU,Aimfinity Investment Corp. I,20.54K,-1.74%,15016,-
