,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
173,ACAD,ACADIA Pharmaceuticals Inc.,3.29B,-3.75%,1237613,726.44M
174,IRTC,"iRhythm Technologies, Inc.",3.29B,-0.39%,71602,492.68M
175,AXSM,"Axsome Therapeutics, Inc.",3.27B,1.12%,451639,270.60M
176,CRNX,"Crinetics Pharmaceuticals, Inc.",3.18B,-0.44%,193757,4.01M
177,QDEL,QuidelOrtho Corporation,3.13B,0.73%,369162,3.00B
178,ARVN,"Arvinas, Inc.",3.10B,1.48%,265083,78.50M
179,IMCR,Immunocore Holdings plc,3.05B,-0.39%,165230,249.43M
180,AMED,"Amedisys, Inc.",3.04B,0.04%,72945,2.24B
181,CLDX,"Celldex Therapeutics, Inc.",3.03B,-0.93%,496029,6.88M
182,SMMT,Summit Therapeutics Inc.,3.02B,4.76%,1084742,-
183,CERT,"Certara, Inc.",3.01B,1.43%,271637,354.34M
184,OLK,Olink Holding AB (publ),2.96B,0.42%,151604,158.93M
185,MLTX,MoonLake Immunotherapeutics,2.96B,-2.90%,223244,-
186,BEAM,Beam Therapeutics Inc.,2.92B,2.65%,385240,377.71M
187,DNLI,Denali Therapeutics Inc.,2.89B,0.14%,436963,330.53M
188,GDRX,"GoodRx Holdings, Inc.",2.89B,0.55%,496979,750.27M
189,INDV,Indivior PLC,2.88B,-,145663,1.09B
190,HCM,HUTCHMED (China) Limited,2.81B,17.21%,542126,838.00M
191,IART,Integra LifeSciences Holdings Corporation,2.81B,0.06%,304398,1.54B
192,LIVN,LivaNova PLC,2.79B,0.52%,255477,1.15B
193,TMDX,"TransMedics Group, Inc.",2.77B,-1.21%,196311,241.62M
194,MOR,MorphoSys AG,2.73B,0.03%,233941,321.80M
195,NTLA,"Intellia Therapeutics, Inc.",2.68B,1.94%,488872,36.28M
196,MRUS,Merus N.V.,2.67B,-0.55%,160712,43.95M
197,LFST,"LifeStance Health Group, Inc.",2.62B,-3.34%,467627,1.06B
198,CNMD,CONMED Corporation,2.61B,0.91%,191609,1.24B
199,CGON,"CG Oncology, Inc.",2.61B,10.08%,267192,191.00K
200,EVO,Evotec SE,2.59B,-3.28%,19694,-
201,TDOC,"Teladoc Health, Inc.",2.59B,-1.01%,2658164,2.60B
202,PRVA,"Privia Health Group, Inc.",2.57B,-3.40%,360564,1.66B
203,PINC,"Premier, Inc.",2.55B,-0.70%,1065931,1.32B
204,KYMR,"Kymera Therapeutics, Inc.",2.55B,0.31%,328687,78.59M
205,CORT,Corcept Therapeutics Incorporated,2.53B,-1.68%,254460,482.38M
206,DNA,"Ginkgo Bioworks Holdings, Inc.",2.52B,0.85%,8580165,251.46M
207,FTRE,Fortrea Holdings Inc.,2.49B,2.05%,1160794,-
208,PRCT,PROCEPT BioRobotics Corporation,2.48B,3.12%,211649,136.19M
209,RXRX,"Recursion Pharmaceuticals, Inc.",2.47B,4.08%,5011461,44.58M
210,KROS,"Keros Therapeutics, Inc.",2.47B,1.27%,112135,151.00K
211,NARI,"Inari Medical, Inc.",2.45B,-0.14%,277845,493.63M
212,RCKT,"Rocket Pharmaceuticals, Inc.",2.45B,5.23%,286491,-
213,TGTX,"TG Therapeutics, Inc.",2.45B,-0.06%,1176278,233.66M
214,ICUI,"ICU Medical, Inc.",2.43B,1.50%,103180,2.26B
215,PTCT,"PTC Therapeutics, Inc.",2.43B,-2.05%,350472,937.82M
216,RYTM,"Rhythm Pharmaceuticals, Inc.",2.42B,1.85%,207182,77.43M
217,PDCO,"Patterson Companies, Inc.",2.42B,0.37%,343304,6.57B
218,ALPN,"Alpine Immune Sciences, Inc.",2.39B,0.77%,353952,30.80M
219,VERA,"Vera Therapeutics, Inc.",2.37B,-0.57%,204609,-
220,AGL,"agilon health, inc.",2.36B,-5.89%,3747141,4.32B
221,NMRA,"Neumora Therapeutics, Inc.",2.35B,-15.73%,2934683,-
222,GLPG,Galapagos NV,2.30B,-0.73%,38667,-
223,GH,"Guardant Health, Inc.",2.27B,0.86%,691053,563.95M
224,AMN,"AMN Healthcare Services, Inc.",2.23B,0.47%,309826,3.79B
225,DYN,"Dyne Therapeutics, Inc.",2.22B,6.86%,510458,-
226,VCEL,Vericel Corporation,2.15B,0.36%,91149,197.52M
227,AMPH,"Amphastar Pharmaceuticals, Inc.",2.10B,-1.01%,201279,644.40M
228,NAMS,NewAmsterdam Pharma Company N.V.,2.09B,-4.89%,98878,15.66M
229,SANA,"Sana Biotechnology, Inc.",2.04B,4.53%,407638,-
230,ZLAB,Zai Lab Limited,2.03B,3.89%,722956,266.72M
231,SNDX,"Syndax Pharmaceuticals, Inc.",2.02B,-1.63%,446649,-
232,TWST,Twist Bioscience Corporation,2.01B,1.95%,334440,262.36M
233,JANX,"Janux Therapeutics, Inc.",2.01B,0.04%,174600,8.08M
234,ARDX,"Ardelyx, Inc.",1.96B,1.54%,2592314,124.46M
235,AKRO,"Akero Therapeutics, Inc.",1.96B,-2.07%,542045,-
236,NEO,"NeoGenomics, Inc.",1.96B,0.33%,167463,591.64M
237,MRVI,"Maravai LifeSciences Holdings, Inc.",1.94B,2.91%,857375,288.95M
238,OMI,"Owens & Minor, Inc.",1.94B,0.28%,138275,10.33B
239,MYGN,"Myriad Genetics, Inc.",1.94B,-0.51%,129246,753.20M
240,TNDM,"Tandem Diabetes Care, Inc.",1.92B,-2.21%,510312,747.72M
241,CPRX,"Catalyst Pharmaceuticals, Inc.",1.91B,1.82%,547763,398.20M
242,SDGR,"Schrödinger, Inc.",1.90B,1.06%,344135,216.67M
243,RXST,"RxSight, Inc.",1.87B,-3.86%,283326,89.08M
244,ASTH,Astrana Health Inc,1.86B,-2.02%,45078,1.39B
245,STAA,STAAR Surgical Company,1.84B,2.40%,396546,322.42M
246,ATEC,"Alphatec Holdings, Inc.",1.84B,2.55%,789185,482.26M
247,PROK,ProKidney Corp.,1.81B,2.67%,465093,-
248,RNA,"Avidity Biosciences, Inc.",1.81B,5.60%,664514,9.56M
249,INMD,InMode Ltd.,1.81B,2.03%,505375,492.05M
250,SUPN,"Supernus Pharmaceuticals, Inc.",1.80B,4.86%,477308,607.52M
251,MORF,"Morphic Holding, Inc.",1.78B,-2.25%,107674,521.00K
252,HRMY,"Harmony Biosciences Holdings, Inc.",1.76B,-0.36%,223967,582.02M
253,PTGX,"Protagonist Therapeutics, Inc.",1.74B,1.31%,362386,60.00M
254,AGIO,"Agios Pharmaceuticals, Inc.",1.70B,-0.38%,172586,26.82M
255,RCUS,"Arcus Biosciences, Inc.",1.69B,0.64%,209883,117.00M
256,KURA,"Kura Oncology, Inc.",1.69B,2.29%,292692,-
257,INBX,"Inhibrx, Inc.",1.68B,0.06%,390556,1.80M
258,VCYT,"Veracyte, Inc.",1.68B,-0.72%,280639,361.05M
259,ATRC,"AtriCure, Inc.",1.66B,-2.49%,324446,399.25M
260,DVAX,Dynavax Technologies Corporation,1.65B,-4.39%,1182263,232.28M
261,EWTX,"Edgewise Therapeutics, Inc.",1.65B,0.31%,221648,-
262,GPCR,Structure Therapeutics Inc.,1.64B,-1.64%,185429,-
263,AMRX,"Amneal Pharmaceuticals, Inc.",1.63B,2.07%,401209,2.39B
264,NVCR,NovoCure Limited,1.62B,-2.45%,328327,509.34M
265,APGE,"Apogee Therapeutics, Inc.",1.62B,0.59%,362917,-
266,USPH,"U.S. Physical Therapy, Inc.",1.60B,1.65%,32810,604.80M
267,ADUS,Addus HomeCare Corporation,1.60B,0.59%,54928,1.06B
268,TARO,Taro Pharmaceutical Industries Ltd.,1.58B,0.45%,10923,610.83M
269,IRON,"Disc Medicine, Inc.",1.54B,2.14%,92063,-
270,BTSG,"BrightSpring Health Services, Inc.",1.52B,-3.05%,326004,8.83B
271,UFPT,"UFP Technologies, Inc.",1.49B,1.07%,30046,400.07M
272,NHC,National HealthCare Corporation,1.48B,-1.01%,30515,1.14B
273,PRTA,Prothena Corporation plc,1.48B,3.74%,155854,91.37M
274,LMAT,"LeMaitre Vascular, Inc.",1.48B,0.65%,40603,193.48M
275,VIR,"Vir Biotechnology, Inc.",1.45B,0.65%,341569,86.18M
276,AVDL,Avadel Pharmaceuticals plc,1.45B,1.25%,572277,27.96M
277,PCRX,"Pacira BioSciences, Inc.",1.44B,-0.95%,139488,674.98M
278,KNSA,"Kiniksa Pharmaceuticals, Ltd.",1.44B,0.68%,152099,270.26M
279,AHCO,AdaptHealth Corp.,1.43B,-4.43%,321562,3.20B
280,ABCL,AbCellera Biologics Inc.,1.43B,0.31%,665251,38.03M
281,SLNO,"Soleno Therapeutics, Inc.",1.43B,0.27%,83325,-
282,FDMT,"4D Molecular Therapeutics, Inc.",1.42B,2.94%,163533,20.72M
283,ADMA,"ADMA Biologics, Inc.",1.42B,-0.48%,1086474,258.22M
284,ANIP,"ANI Pharmaceuticals, Inc.",1.40B,0.02%,80579,486.82M
285,XNCR,"Xencor, Inc.",1.39B,1.69%,165072,168.34M
286,IMNM,"Immunome, Inc.",1.39B,-2.32%,174498,10.19M
287,ESTA,Establishment Labs Holdings Inc.,1.36B,1.57%,88319,165.15M
288,IRWD,"Ironwood Pharmaceuticals, Inc.",1.36B,1.73%,2097705,442.74M
289,WRBY,Warby Parker Inc.,1.35B,-0.17%,329773,669.77M
290,OCUL,"Ocular Therapeutix, Inc.",1.35B,2.96%,2092986,58.44M
291,AGTI,"Agiliti, Inc.",1.35B,0.15%,2049527,1.17B
292,VRNA,Verona Pharma plc,1.33B,0.79%,222125,-
293,DCPH,"Deciphera Pharmaceuticals, Inc.",1.30B,-1.31%,202779,163.36M
294,PHR,"Phreesia, Inc.",1.29B,1.08%,291686,337.88M
295,OMCL,"Omnicell, Inc.",1.29B,-,140106,1.15B
296,DAWN,"Day One Biopharmaceuticals, Inc.",1.29B,-0.41%,180020,-
297,LGND,Ligand Pharmaceuticals Incorporated,1.28B,0.97%,62543,-
298,MIRM,"Mirum Pharmaceuticals, Inc.",1.28B,1.84%,229685,144.73M
299,PHVS,Pharvaris N.V.,1.27B,-1.14%,74967,-
300,TLRY,"Tilray Brands, Inc.",1.27B,0.89%,5977051,700.50M
301,AUTL,Autolus Therapeutics plc,1.25B,-0.56%,521567,5.52M
302,SAGE,"Sage Therapeutics, Inc.",1.23B,-0.47%,293910,86.46M
303,RLAY,"Relay Therapeutics, Inc.",1.23B,-2.03%,225336,25.55M
304,IMTX,Immatics N.V.,1.22B,1.00%,97976,80.56M
305,MNKD,MannKind Corporation,1.20B,0.79%,1209203,198.96M
306,ETNB,"89bio, Inc.",1.20B,2.49%,451310,-
307,SRRK,Scholar Rock Holding Corporation,1.20B,-0.54%,275407,-
308,COLL,"Collegium Pharmaceutical, Inc.",1.20B,1.87%,136510,566.77M
309,KYTX,"Kyverna Therapeutics, Inc.",1.19B,0.88%,47837,7.03M
310,MDXG,"MiMedx Group, Inc.",1.17B,0.13%,632185,321.48M
311,BKD,Brookdale Senior Living Inc.,1.17B,2.03%,3238534,3.02B
312,VERV,"Verve Therapeutics, Inc.",1.16B,2.16%,416781,11.76M
313,ARQT,"Arcutis Biotherapeutics, Inc.",1.16B,7.27%,2158895,59.61M
314,BLTE,"Belite Bio, Inc",1.16B,-0.15%,39808,-
315,TARS,"Tarsus Pharmaceuticals, Inc.",1.16B,3.94%,162671,17.45M
316,EYPT,"EyePoint Pharmaceuticals, Inc.",1.14B,-3.29%,457325,46.02M
317,VRDN,"Viridian Therapeutics, Inc.",1.10B,0.26%,387336,314.00K
318,MGNX,"MacroGenics, Inc.",1.10B,-5.43%,1149767,58.75M
319,PACB,"Pacific Biosciences of California, Inc.",1.07B,3.49%,8669991,200.52M
320,RGNX,REGENXBIO Inc.,1.07B,1.59%,204858,90.24M
321,CNTA,Centessa Pharmaceuticals plc,1.06B,0.37%,51205,-
322,LQDA,Liquidia Corporation,1.06B,4.72%,522056,18.32M
323,BCRX,"BioCryst Pharmaceuticals, Inc.",1.06B,-1.07%,1133636,331.41M
324,ZNTL,"Zentalis Pharmaceuticals, Inc.",1.06B,0.64%,257138,-
325,ARCT,Arcturus Therapeutics Holdings Inc.,1.04B,-0.90%,181262,296.24M
326,ORIC,"ORIC Pharmaceuticals, Inc.",1.03B,7.19%,312062,-
327,GERN,Geron Corporation,1.03B,-5.32%,12996350,237.00K
328,QTRX,Quanterix Corporation,1.02B,-1.03%,95244,122.37M
329,TNGX,"Tango Therapeutics, Inc.",1.02B,-5.00%,449263,37.51M
330,ZJYL,Jin Medical International Ltd.,1.01B,-,81721,19.19M
331,TVGN,Tevogen Bio Holdings Inc,1.00B,-8.10%,1206,-
332,SYRE,"Spyre Therapeutics, Inc.",990.58M,6.85%,200798,886.00K
333,TYRA,"Tyra Biosciences, Inc.",989.84M,-0.53%,92552,-
334,DH,Definitive Healthcare Corp.,967.68M,0.61%,154482,251.42M
335,NRC,National Research Corporation,956.32M,0.15%,13675,148.58M
336,ALHC,"Alignment Healthcare, Inc.",956.23M,-1.28%,772823,1.82B
337,BCYC,Bicycle Therapeutics plc,948.52M,1.72%,139322,26.98M
338,CTKB,"Cytek Biosciences, Inc.",943.07M,-2.04%,524424,183.12M
339,CRGX,"CARGO Therapeutics, Inc.",941.12M,6.02%,132199,-
340,INVA,"Innoviva, Inc.",937.03M,-,270479,310.46M
341,PRME,"Prime Medicine, Inc.",924.73M,1.75%,291341,-
342,HCSG,"Healthcare Services Group, Inc.",915.37M,0.08%,98064,1.67B
343,PLRX,"Pliant Therapeutics, Inc.",912.02M,0.17%,139550,1.58M
344,AVNS,"Avanos Medical, Inc.",911.12M,-0.30%,60403,673.30M
345,SLN,Silence Therapeutics plc,904.88M,-3.90%,416804,33.78M
346,SAVA,"Cassava Sciences, Inc.",899.52M,-1.63%,345981,-
347,CABA,"Cabaletta Bio, Inc.",887.41M,-1.81%,477521,-
348,HLVX,"HilleVax, Inc.",874.29M,0.89%,40935,-
349,SLP,"Simulations Plus, Inc.",865.38M,3.11%,46199,62.11M
350,FNA,"Paragon 28, Inc.",838.31M,-4.15%,206678,216.39M
351,ALLO,"Allogene Therapeutics, Inc.",824.56M,-0.20%,1377685,186.00K
352,AORT,"Artivion, Inc.",824.09M,0.23%,72121,354.00M
353,EOLS,"Evolus, Inc.",816.43M,-0.14%,173534,202.09M
354,SPRY,"ARS Pharmaceuticals, Inc.",812.14M,5.20%,311616,1.35M
355,WVE,Wave Life Sciences Ltd.,811.35M,0.75%,204935,113.31M
356,SLRN,"Acelyrin, Inc.",806.94M,1.21%,505691,-
357,HSTM,"HealthStream, Inc.",801.45M,-0.76%,62864,279.06M
